Xloc,Yloc,Landuse_1,Landuse_2,Landuse_3,Landuse_4,Rock_1,Rock_2,Rock_3,Rock_4,Rock_5,Cr,Ni,Pb,Zn,Cd,Co,Cu
0.6414540528335967,0.7944250871080138,0,1,0,0,0,0,0,0,1,0.4889022195560888,0.2971495509566575,0.1440352623347078,0.2478283086356668,0.1211453744493392,0.1558168836623267,0.5676950284928276
0.5021449537141566,0.3050716221447929,1,0,0,0,0,1,0,0,0,0.4049190161967606,0.4345958609918,0.0793402530925636,0.119911429058082,0.0560672807368842,0.3973120537589247,0.0054529377087836
0.5057575073379995,0.4796747967479674,1,0,0,0,0,1,0,0,0,0.3599280143971205,0.3697774306911363,0.0489122707237309,0.1403508771929824,0.0700841009211053,0.3910121797564048,0.0187168402436628
0.325355610747347,0.0929152148664343,0,0,1,0,1,0,0,0,0,0.176364727054589,0.0636470128855915,0.0651215697426418,0.032192130812468,0.0,0.1558168836623267,0.0422971114167812
0.393768344998871,0.3604336043360434,0,0,1,0,0,0,0,0,1,0.5584883023395321,0.4509957048028113,0.2488269586236315,0.3801737353091466,0.2903484181017221,0.5716085678286433,0.2292198860286893
0.8141792729735832,0.2466124661246612,0,0,0,1,0,1,0,0,0,0.6250749850029994,0.6587270597422881,0.098535475614958,0.2767841934934423,0.3594313175810973,0.6430071398572028,0.0967036745922578
0.4127342515240459,0.3641114982578396,0,0,1,0,0,0,0,0,1,0.6010797840431913,0.4877001171417414,0.3057016920233186,0.4275251234883325,0.315378454144974,0.5926081478370432,0.3235409707211633
0.4752765861368254,0.5203252032520325,0,1,0,0,0,0,1,0,0,0.695860827834433,0.3908629441624365,0.0941276837764822,0.3970362800204394,0.7729275130156188,0.372112557748845,0.0759481234034191
0.2700383833822533,0.1258226867982965,0,0,1,0,1,0,0,0,0,0.2261547690461907,0.0909800859039437,0.0999573439499502,0.0619996593425311,0.0440528634361233,0.1096178076438471,0.1105816466889369
0.3637389930006773,0.4012775842044134,0,0,1,0,0,1,0,0,0,0.4979004199160168,0.4564623194064817,0.1838475757144888,0.2147845341509112,0.1381657989587505,0.7228055438891221,0.1697779524464531
0.4375705576879656,0.2121564072783585,0,0,1,0,0,0,1,0,0,0.7360527894421115,0.4814525575946895,0.209441205744348,0.4334866291943451,0.4805766920304366,0.5401091978160436,0.1744448811161328
0.1998193723188078,0.0814943863724351,0,0,1,0,1,0,0,0,0,0.5920815836832632,0.4205388520109331,0.2691596758140196,0.6395843978879237,0.7298758510212255,0.4267114657706845,0.1793574376105325
0.3129374576653872,0.1281455671699574,0,0,1,0,1,0,0,0,0,0.2231553689262147,0.0870753611870363,0.0942698706099815,0.0633622892181911,0.0370444533440128,0.118017639647207,0.1388288465317351
0.6423571912395574,0.7915214866434379,0,0,1,0,0,0,0,0,1,0.5278944211157769,0.4158531823506442,0.1084885539599033,0.2410151592573667,0.2292751301561874,0.2293154136917261,0.1314600117901355
0.7496048769473921,0.1536972512582268,0,0,1,0,0,1,0,0,0,0.4931013797240552,0.4806716126513081,0.0750746480875871,0.2376085845682166,0.1231477773327993,0.5800083998320033,0.0788956573000589
0.7125762023030028,0.6314363143631436,0,0,1,0,0,1,0,0,0,0.3959208158368326,0.3705583756345177,0.185269444049481,0.2801907681825923,0.1261513816579896,0.6451070978580428,0.2360974651208489
0.9254910815082412,0.1722802942315137,0,0,1,0,0,1,0,0,0,0.4781043791241751,0.3893010542756735,0.0429404237167638,0.1694770907852154,0.1651982378854625,0.5338093238135238,0.0788956573000589
0.7703770602844885,0.3950832365466511,1,0,0,0,0,1,0,0,0,0.0,0.0,0.1554102090146452,0.1507409299948901,0.0750901081297557,0.0052498950020999,0.014786795048143
0.7019643260329645,0.1275648470770422,0,0,1,0,0,1,0,0,0,0.4631073785242952,0.4962905115189377,0.1103369827953931,0.2762732072900697,0.210252302763316,0.4435111297774043,0.1177048536058164
0.773538044705351,0.6289198606271776,0,0,1,0,0,0,0,0,1,0.4055188962207557,0.396329558766107,0.0885823972700128,0.1984329756429909,0.2869443331998398,0.6304073918521629,0.0911770485360581
0.5285617520885075,0.6101432442895858,0,0,1,0,0,0,0,0,1,0.3419316136772645,0.1917219836001562,0.0009953078344945,0.0166922159768353,0.0450540648778534,0.2692146157076858,0.0054529377087836
0.2743282908105667,0.2562911343399148,0,0,1,0,0,0,1,0,0,0.4727054589082183,0.3510347520499804,0.0800511872600597,0.2478283086356668,0.197236684020825,0.5443091138177236,0.1054234623698172
0.2815533980582524,0.2413859852884243,0,0,1,0,0,0,1,0,0,0.4547090581883622,0.2784068723155017,0.0814730555950519,0.2171691364333162,0.1101321585903084,0.5443091138177236,0.0987915111023776
0.3192594265071122,0.5495547812620983,0,0,1,0,1,0,0,0,0,0.2969406118776244,0.1440843420538851,0.0749324612540878,0.0911258729347641,0.0730877052462955,0.1705165896682065,0.0806150520730988
0.7753443215172724,0.6312427409988386,0,0,1,0,0,0,0,0,1,0.4079184163167366,0.3861772745021475,0.1468789990046921,0.201839550332141,0.1519823788546255,0.7102057958840823,0.1466889369227746
0.7945360126439376,0.810878823073945,0,1,0,0,1,0,0,0,0,0.7480503899220156,0.4283483014447481,0.0280108061993459,0.2835973428717424,0.2138566279535442,0.5485090298194035,0.0582629200235802
0.2339128471438247,0.2152535811072396,0,0,1,0,0,0,1,0,0,0.3611277744451109,0.2190550566185083,0.2350348357742072,0.2290921478453415,0.13215859030837,0.3343133137337253,0.2360974651208489
0.7471212463310001,0.7847464188927603,0,0,1,0,1,0,0,0,0,0.6400719856028794,0.3838344396720031,0.0971136072799658,0.5033214103219212,0.748498197837405,0.4351112977740444,0.1147573197091766
0.359449085572364,0.2266744096012388,1,0,0,0,0,1,0,0,0,0.3893221355728854,0.2869972666926981,0.1340821839897625,0.1268949071708397,0.0610732879455346,0.233515329693406,0.0474552957359009
0.5400767667645067,0.138017808749516,0,0,1,0,1,0,0,0,0,0.4187162567486502,0.2760640374853572,0.0635575145741504,0.3064213932890478,0.4835802963556268,0.365812683746325,0.0526134800550206
0.4034770828629487,0.078397212543554,0,0,1,0,1,0,0,0,0,0.2405518896220755,0.0894181960171807,0.0594340964026731,0.0928291602793391,0.0444533440128153,0.1327173456530869,0.0594910591471801
0.3142921652743283,0.1262098335269066,0,0,1,0,1,0,0,0,0,0.2771445710857828,0.1081608746583365,0.1099104222948955,0.0774995741781638,0.0120144173007609,0.1243175136497269,0.1324425230890155
0.9212011740799276,0.1709252806813782,0,0,1,0,0,1,0,0,0,0.5296940611877624,0.4767668879344005,0.0700981089151144,0.1950264009538409,0.2533039647577093,0.4813103737925241,0.0717724503831793
0.1388575299164597,0.1982191250483933,0,1,0,0,0,0,1,0,0,0.7420515896820635,0.340882467786021,0.1653632873595905,0.1711803781297905,0.2272727272727272,0.3994120117597647,0.0955983493810178
0.1406638067283811,0.1957026713124274,0,1,0,0,0,0,1,0,0,0.8320335932813436,0.4720812182741116,0.738376226361439,0.4913983989098961,0.2693231878253905,0.3973120537589247,0.6340145411672232
0.5606231655001129,0.854239256678281,0,1,0,0,1,0,0,0,0,0.4967006598680263,0.3814916048418585,0.0625622067396559,0.2239822858116164,0.4255106127352823,0.2272154556908861,0.0558066417763804
0.2707157371867238,0.2582268679829655,0,0,1,0,0,0,1,0,0,0.5308938212357528,0.3978914486528699,0.1283947106497938,0.2835973428717424,0.3283940728874649,0.5989080218395632,0.1609353507565337
0.3910589297809889,0.010840108401084,0,0,1,0,0,1,0,0,0,0.5200959808038392,0.4400624755954704,0.0900042656050049,0.2171691364333162,0.0300360432519022,0.4225115497690045,0.0651404991157398
0.6685482050124181,0.8153310104529615,0,1,0,0,0,0,0,0,1,0.6280743851229754,0.2541975790706755,0.1838475757144888,0.5254641458013968,0.565678814577493,0.2965140697186056,0.21742975044213
0.9604876947392188,0.1641502129307007,0,0,1,0,0,1,0,0,0,0.4847030593881224,0.4236626317844591,0.0548841177306981,0.1762902401635156,0.1111333600320384,0.5464090718185636,0.0791412851247789
0.6060058703996386,0.3054587688734029,0,0,1,0,0,1,0,0,0,0.5260947810437911,0.6876220226474034,0.0853121000995307,0.2761028785556123,0.3704445334401282,0.5590088198236034,0.0943702102574179
0.4813727703770603,0.0636856368563685,0,0,1,0,0,0,1,0,0,0.6280743851229754,0.4955095665755563,0.1440352623347078,0.3466189746210185,0.4895875050060072,0.5296094078118437,0.1577421890351739
0.882366222623617,0.5141308555942702,0,0,1,0,0,0,0,1,0,0.4685062987402519,0.5509566575556423,0.3203469358737381,0.5612331800374724,0.2963556267521026,0.5464090718185636,0.5382196895264294
0.7319936780311582,0.0871080139372822,0,0,1,0,0,1,0,0,0,0.5620875824835032,0.479109722764545,0.0636997014076496,0.2086526997104411,0.1631958350020024,0.3868122637547249,0.0727549616820593
0.2774892752314292,0.2533875338753387,0,0,1,0,0,0,1,0,0,0.4253149370125975,0.2729402577118313,0.1113322906298876,0.2205757111224663,0.0901081297557068,0.5275094498110037,0.1277755944193358
0.568525626552269,0.8157181571815718,0,0,1,0,1,0,0,0,0,0.3347330533893221,0.156579461147989,0.0544575572302004,0.061318344404701,0.0630756908289948,0.1041579168416631,0.0545785026527805
0.6825468503048091,0.8894696089818039,0,1,0,0,1,0,0,0,0,0.7300539892021595,0.3861772745021475,0.0521825678942129,0.5135411343893715,0.8121746095314378,0.4057118857622847,0.0732462173314993
0.7157371867238653,0.6318234610917537,0,0,1,0,0,1,0,0,0,0.3833233353329334,0.3674345958609917,0.1810038390445044,0.2188724237778913,0.1481778133760512,0.6871062578748425,0.3785616034584397
0.1860465116279069,0.2808749516066589,0,1,0,0,0,0,1,0,0,0.7300539892021595,0.522061694650527,0.1340821839897625,0.2750809061488672,0.709851822186624,0.5023099538009239,0.0668598938887797
0.483630616391962,0.6051103368176538,0,0,1,0,0,0,0,0,1,0.2819436112777445,0.059742288168684,0.1127541589648798,0.1558507920286152,0.0580696836203444,0.0808483830323393,0.077667518176459
0.6674192820049673,0.8147502903600463,0,1,0,0,0,0,0,0,1,0.5620875824835032,0.3065208902772354,0.0755012085880847,0.3534321239993186,0.3694433319983981,0.359512809743805,0.1447239143250147
