BUDAPEST,BARANYA,BACS,BEKES,BORSOD,CSONGRAD,FEJER,GYOR,HAJDU,HEVES,JASZ,KOMAROM,NOGRAD,PEST,SOMOGY,SZABOLCS,TOLNA,VAS,VESZPREM,ZALA
0.4029227557411273,0.1546391752577319,0.2007299270072992,0.1512915129151291,0.1746478873239436,0.7638190954773869,0.3902439024390244,0.287292817679558,0.1335877862595419,0.1333333333333333,0.4642857142857142,0.28125,0.3303571428571428,0.3549883990719257,0.2774193548387096,0.3990147783251231,0.6564885496183206,0.2411347517730496,0.8347826086956522,0.1944444444444444
0.0772442588726513,0.0257731958762886,0.0291970802919708,0.0,0.0197183098591549,0.2864321608040201,0.024390243902439,0.0220994475138121,0.0648854961832061,0.0047619047619047,0.0669642857142857,0.06875,0.0089285714285714,0.0812064965197215,0.0129032258064516,0.0591133004926108,0.0839694656488549,0.0070921985815602,0.0043478260869565,0.0
0.0375782881002087,0.0721649484536082,0.010948905109489,0.070110701107011,0.2253521126760563,0.050251256281407,0.1951219512195122,0.292817679558011,0.148854961832061,0.0857142857142857,0.1741071428571428,0.00625,0.0892857142857142,0.1206496519721577,0.0516129032258064,0.2266009852216748,0.0,0.1418439716312056,0.1217391304347826,0.0092592592592592
0.0396659707724425,0.0154639175257731,0.0364963503649635,0.025830258302583,0.0450704225352112,0.0954773869346733,0.1524390243902439,0.0441988950276243,0.1183206106870228,0.0333333333333333,0.0758928571428571,0.03125,0.1517857142857142,0.0533642691415313,0.0258064516129032,0.064039408866995,0.0,0.0283687943262411,0.0434782608695652,0.0555555555555555
0.2505219206680584,0.1958762886597938,0.1678832116788321,0.1734317343173431,0.180281690140845,0.2613065326633166,0.2560975609756097,0.1049723756906077,0.1450381679389313,0.3904761904761905,0.1919642857142857,0.14375,0.1785714285714285,0.1577726218097447,0.1032258064516129,0.2364532019704433,0.2595419847328244,0.0638297872340425,0.2608695652173913,0.0879629629629629
0.0647181628392484,0.0515463917525773,0.0401459854014598,0.011070110701107,0.0704225352112676,0.0402010050251256,0.0121951219512195,0.1325966850828729,0.0458015267175572,0.2,0.0223214285714285,0.11875,0.0267857142857142,0.0278422273781902,0.032258064516129,0.0147783251231527,0.0229007633587786,0.0283687943262411,0.0,0.0324074074074074
0.290187891440501,0.1546391752577319,0.3430656934306569,0.1992619926199262,0.1718309859154929,0.1507537688442211,0.3414634146341463,0.43646408839779,0.6145038167938931,0.3952380952380953,0.4419642857142857,0.5125000000000001,0.2589285714285714,0.1531322505800464,0.0838709677419354,0.0689655172413793,0.1755725190839694,0.2056737588652482,0.3,0.2175925925925926
0.0626304801670146,0.0309278350515463,0.010948905109489,0.011070110701107,0.0084507042253521,0.1658291457286432,0.0609756097560975,0.0331491712707182,0.0381679389312977,0.0,0.0267857142857142,0.04375,0.0357142857142857,0.0464037122969837,0.0387096774193548,0.0246305418719211,0.0687022900763358,0.0283687943262411,0.0260869565217391,0.0138888888888888
0.2108559498956158,0.634020618556701,0.4014598540145985,0.059040590405904,0.4084507042253521,0.2060301507537688,0.4390243902439024,0.3977900552486187,0.3282442748091603,0.119047619047619,0.4107142857142857,0.53125,0.2589285714285714,0.4408352668213456,0.2193548387096774,0.167487684729064,0.1984732824427481,0.0992907801418439,0.3608695652173913,0.0092592592592592
0.3048016701461377,0.1443298969072164,0.1788321167883211,0.011070110701107,0.2084507042253521,0.2010050251256281,0.5060975609756098,0.4751381215469613,0.2290076335877862,0.1857142857142857,0.0982142857142857,0.36875,0.1964285714285714,0.2064965197215777,0.2967741935483871,0.2315270935960591,0.0076335877862595,0.3404255319148936,0.2478260869565217,0.0324074074074074
